split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	78	183	74	0.9487179487179487	0.9487179487179487	0.40437158469945356	0.5670498084291188	0.7474747474747474	HCC1954
validation	25	45	20	0.84	0.8	0.4444444444444444	0.5714285714285714	0.6896551724137933	HCC1954
test	5	24	2	0.6	0.4	0.08333333333333333	0.13793103448275862	0.22727272727272724	HCC1954
