label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.6241904497146606	0.67	representative	none	1	5	2	2	0.4	1.0	0.5714285714285715	0.45454545454545453
chromothripsis	0.49878886342048645	0.67	representative	none	1	6	4	2	0.3333333333333333	0.5	0.4	0.3571428571428571
BFB	0.6257407069206238	1.0	envelope	none	4	10	14	8	0.8	0.5714285714285714	0.6666666666666666	0.7407407407407408
seismic_amplification	0.8238127827644348	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
