split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	72	318	68	0.9444444444444444	0.9444444444444444	0.2138364779874214	0.34871794871794876	0.5610561056105611	MDA_MD_361
validation	28	58	20	0.7142857142857143	0.7142857142857143	0.3448275862068966	0.46511627906976755	0.588235294117647	MDA_MD_361
test	8	13	3	0.5	0.375	0.23076923076923078	0.2857142857142857	0.3333333333333333	MDA_MD_361
