epoch	train_loss	train_positive	train_negative	train_bag	train_quality	validation_loss	validation_positive	validation_negative	validation_bag	validation_quality
1	2.038057565689087	0.7136756181716919	0.8092309236526489	0.6394159197807312	0.1016826331615448	1.8263616561889648	0.6188535690307617	0.7289499640464783	0.5928848385810852	0.09684121608734131
2	1.8540716171264648	0.5996541976928711	0.8264744281768799	0.5329232811927795	0.08071563392877579	1.7611727714538574	0.5787175893783569	0.7403982877731323	0.5483125448226929	0.08806435018777847
3	1.7801899909973145	0.5547789931297302	0.8469194769859314	0.470733642578125	0.07268940657377243	1.7237491607666016	0.55610191822052	0.7464743852615356	0.5227572321891785	0.08315692842006683
4	1.7411435842514038	0.5246977210044861	0.8604601621627808	0.4433307647705078	0.06710776686668396	1.699593186378479	0.541069507598877	0.7506812810897827	0.5064448714256287	0.08002519607543945
5	1.705889105796814	0.5069471597671509	0.8616411685943604	0.41993314027786255	0.06385976821184158	1.6803942918777466	0.529641330242157	0.7527045011520386	0.4944629967212677	0.07771794497966766
6	1.663895845413208	0.48861780762672424	0.8667729496955872	0.38282275199890137	0.06110876053571701	1.6625970602035522	0.5183352828025818	0.7546426057815552	0.48427996039390564	0.0754549652338028
7	1.6292626857757568	0.4580763578414917	0.8760004043579102	0.3675216734409332	0.055841781198978424	1.6448825597763062	0.5076232552528381	0.7552177309989929	0.4751603901386261	0.07334652543067932
8	1.59261155128479	0.43802785873413086	0.8783840537071228	0.3440578281879425	0.05187489837408066	1.6263480186462402	0.4970366656780243	0.7546871900558472	0.46622154116630554	0.07130847871303558
9	1.5919324159622192	0.43548592925071716	0.8835620284080505	0.33983224630355835	0.05145774781703949	1.609359860420227	0.48807287216186523	0.7528034448623657	0.45881184935569763	0.06964167207479477
10	1.5526978969573975	0.41692042350769043	0.8779690265655518	0.3211381435394287	0.04844250530004501	1.593721866607666	0.4802953004837036	0.7506529092788696	0.4518550634384155	0.06823552399873734
11	1.5125231742858887	0.3904415965080261	0.8785706758499146	0.303878515958786	0.044577304273843765	1.579835057258606	0.4737113416194916	0.748244047164917	0.4458676278591156	0.06708250194787979
