split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	83	131	74	0.891566265060241	0.891566265060241	0.5648854961832062	0.6915887850467289	0.7991360691144709	SCC154
validation	24	27	16	0.7083333333333334	0.6666666666666666	0.5925925925925926	0.627450980392157	0.6504065040650406	SCC154
test	1	2	1	1.0	1.0	0.5	0.6666666666666666	0.8333333333333334	SCC154
