label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.632775068283081	0.67	representative	none	2	5	2	2	0.4	1.0	0.5714285714285715	0.45454545454545453
chromothripsis	0.6848998069763184	0.67	representative	none	2	5	3	2	0.4	0.6666666666666666	0.5	0.43478260869565216
BFB	0.5176712274551392	1.0	envelope	none	8	9	14	7	0.7777777777777778	0.5	0.6086956521739131	0.7000000000000001
seismic_amplification	0.8753644824028015	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
