split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	77	265	70	0.948051948051948	0.9090909090909091	0.2641509433962264	0.4093567251461988	0.6108202443280977	BT474
validation	25	46	21	0.88	0.84	0.45652173913043476	0.5915492957746479	0.7191780821917808	BT474
test	6	15	3	0.6666666666666666	0.5	0.2	0.28571428571428575	0.3846153846153846	BT474
