label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.532319188117981	1.0	representative	none	2	5	6	3	0.6	0.5	0.5454545454545454	0.5769230769230769
chromothripsis	0.6712230443954468	0.67	representative	none	4	6	7	3	0.5	0.42857142857142855	0.4615384615384615	0.48387096774193544
BFB	0.6008946299552917	1.0	representative	containment	4	9	11	6	0.6666666666666666	0.5454545454545454	0.6	0.6382978723404255
seismic_amplification	0.7656469345092773	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
