split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	79	188	73	0.9240506329113924	0.9240506329113924	0.3882978723404255	0.5468164794007491	0.7242063492063493	SNU1299
validation	27	43	21	0.7777777777777778	0.7777777777777778	0.4883720930232558	0.6000000000000001	0.6953642384105961	SNU1299
test	2	8	2	1.0	1.0	0.25	0.4	0.625	SNU1299
