label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.502959668636322	0.67	representative	none	2	5	7	3	0.6	0.42857142857142855	0.5	0.5555555555555556
chromothripsis	0.6658245921134949	0.67	representative	none	2	6	4	2	0.3333333333333333	0.5	0.4	0.3571428571428571
BFB	0.3178741931915283	0.67	representative	none	2	9	8	6	0.6666666666666666	0.75	0.7058823529411765	0.6818181818181819
seismic_amplification	0.7434821128845215	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
