label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.5688894987106323	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
chromothripsis	0.6673872470855713	0.67	representative	none	1	6	2	2	0.3333333333333333	1.0	0.5	0.3846153846153846
BFB	0.5664286613464355	0.67	representative	none	4	10	13	8	0.8	0.6153846153846154	0.6956521739130435	0.7547169811320755
seismic_amplification	0.8785262703895569	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
