split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	78	453	68	0.9102564102564102	0.8717948717948718	0.15011037527593818	0.256120527306968	0.4444444444444444	QGU
validation	25	56	19	0.76	0.76	0.3392857142857143	0.4691358024691359	0.6089743589743589	QGU
test	5	13	4	0.8	0.8	0.3076923076923077	0.4444444444444444	0.6060606060606061	QGU
