split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	74	324	70	0.9594594594594594	0.9459459459459459	0.21604938271604937	0.35175879396984927	0.5645161290322581	SKBR3
validation	27	63	22	0.8518518518518519	0.8148148148148148	0.3492063492063492	0.4888888888888889	0.6432748538011696	SKBR3
test	7	19	5	0.7142857142857143	0.7142857142857143	0.2631578947368421	0.3846153846153846	0.5319148936170213	SKBR3
