label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.5026589035987854	0.67	representative	none	2	5	6	3	0.6	0.5	0.5454545454545454	0.5769230769230769
chromothripsis	0.6468291282653809	0.67	representative	none	4	6	7	4	0.6666666666666666	0.5714285714285714	0.6153846153846153	0.6451612903225806
BFB	0.29506856203079224	1.0	representative	none	2	9	8	6	0.6666666666666666	0.75	0.7058823529411765	0.6818181818181819
seismic_amplification	0.7093020677566528	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
