label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.7010087370872498	0.67	representative	none	1	5	2	2	0.4	1.0	0.5714285714285715	0.45454545454545453
chromothripsis	0.6348977088928223	0.67	representative	none	4	6	7	3	0.5	0.42857142857142855	0.4615384615384615	0.48387096774193544
BFB	0.6547523140907288	1.0	envelope	none	2	9	7	6	0.6666666666666666	0.8571428571428571	0.75	0.6976744186046512
seismic_amplification	0.7906039953231812	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
