split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	83	306	76	0.9518072289156626	0.9156626506024096	0.24836601307189543	0.3907455012853471	0.5956112852664578	HCC1937
validation	24	54	19	0.875	0.7916666666666666	0.35185185185185186	0.48717948717948717	0.6333333333333333	HCC1937
test	1	5	1	1.0	1.0	0.2	0.33333333333333337	0.5555555555555556	HCC1937
