split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	82	182	75	0.9146341463414634	0.9146341463414634	0.41208791208791207	0.5681818181818181	0.7352941176470588	HOS
validation	25	39	19	0.8	0.76	0.48717948717948717	0.59375	0.6834532374100719	HOS
test	1	12	1	1.0	1.0	0.08333333333333333	0.15384615384615385	0.3125	HOS
