label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.6230344772338867	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
chromothripsis	0.6585465669631958	0.67	representative	none	1	5	2	2	0.4	1.0	0.5714285714285715	0.45454545454545453
BFB	0.6149247884750366	1.0	envelope	none	8	9	14	8	0.8888888888888888	0.5714285714285714	0.6956521739130435	0.7999999999999998
seismic_amplification	0.8663128614425659	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
