split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	82	165	74	0.9024390243902439	0.9024390243902439	0.4484848484848485	0.5991902834008096	0.7505070993914806	SCC090
validation	24	36	18	0.8333333333333334	0.75	0.5	0.6	0.6818181818181818	SCC090
test	2	1	0	0.0	0.0	0.0	0.0	0.0	SCC090
