split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	77	149	73	0.948051948051948	0.948051948051948	0.4899328859060403	0.6460176991150443	0.7986870897155361	MDA_MD_453
validation	27	36	20	0.7407407407407407	0.7407407407407407	0.5555555555555556	0.634920634920635	0.6944444444444444	MDA_MD_453
test	4	6	2	0.5	0.5	0.3333333333333333	0.4	0.45454545454545453	MDA_MD_453
