split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	80	292	74	0.9375	0.925	0.2534246575342466	0.3978494623655914	0.6045751633986928	SNU1000
validation	25	47	21	0.84	0.84	0.44680851063829785	0.5833333333333334	0.7142857142857142	SNU1000
test	3	8	1	0.3333333333333333	0.3333333333333333	0.125	0.18181818181818182	0.25	SNU1000
