label	threshold	scale	region_mode	nms_mode	maximum_per_sample	calls	predictions	true_predictions	recall	precision	f1	f2
ecDNA	0.5375247001647949	0.67	representative	none	2	5	6	3	0.6	0.5	0.5454545454545454	0.5769230769230769
chromothripsis	0.6461356282234192	0.67	representative	none	4	6	7	3	0.5	0.42857142857142855	0.4615384615384615	0.48387096774193544
BFB	0.5884031057357788	1.0	envelope	none	2	9	7	6	0.6666666666666666	0.8571428571428571	0.75	0.6976744186046512
seismic_amplification	0.7611352205276489	0.67	representative	none	2	5	3	3	0.6	1.0	0.7499999999999999	0.6521739130434783
