split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	81	285	74	0.9382716049382716	0.9135802469135802	0.2596491228070175	0.4043715846994535	0.6075533661740559	SNU778
validation	26	47	19	0.8076923076923077	0.7307692307692307	0.40425531914893614	0.5205479452054794	0.6291390728476821	SNU778
test	1	3	1	1.0	1.0	0.3333333333333333	0.5	0.7142857142857143	SNU778
