epoch	train_loss	train_positive	train_negative	train_bag	train_quality	validation_loss	validation_positive	validation_negative	validation_bag	validation_quality
1	2.038153648376465	0.7097182869911194	0.8035954833030701	0.6523709893226624	0.10160446166992188	1.7868199348449707	0.6008011102676392	0.7322387099266052	0.561501145362854	0.09329794347286224
2	1.8198891878128052	0.5697318911552429	0.8416446447372437	0.5089302659034729	0.07661452144384384	1.6986260414123535	0.5418636798858643	0.7574542164802551	0.494569331407547	0.08108939230442047
3	1.7497835159301758	0.5108935832977295	0.8864799737930298	0.4386913478374481	0.06683288514614105	1.6515496969223022	0.5097470283508301	0.7715085744857788	0.45884445309638977	0.07474476099014282
4	1.7095707654953003	0.4744453728199005	0.914693295955658	0.3992992341518402	0.059878718107938766	1.6249078512191772	0.49302056431770325	0.7769995331764221	0.43979889154434204	0.07153871655464172
5	1.6706175804138184	0.4462736248970032	0.9249759912490845	0.3732186555862427	0.055582426488399506	1.607813835144043	0.48381829261779785	0.7771985530853271	0.42983490228652954	0.06977365165948868
6	1.6630536317825317	0.44164714217185974	0.9277979135513306	0.36625656485557556	0.054046131670475006	1.5954227447509766	0.47841039299964905	0.7742787599563599	0.42493170499801636	0.06867095082998276
7	1.6392401456832886	0.43583032488822937	0.918918251991272	0.35426807403564453	0.05368705466389656	1.5850757360458374	0.47505584359169006	0.769135594367981	0.42280060052871704	0.06795388460159302
8	1.5899324417114258	0.408792108297348	0.9110296964645386	0.3370514214038849	0.04949156194925308	1.5766456127166748	0.473311185836792	0.7629872560501099	0.4222601652145386	0.06757732480764389
9	1.5994653701782227	0.4234122633934021	0.9021801352500916	0.34143584966659546	0.050845660269260406	1.5667129755020142	0.4709849953651428	0.7566909193992615	0.4207221567630768	0.0671299397945404
10	1.5570532083511353	0.40670037269592285	0.8868365287780762	0.3292793035507202	0.04730547219514847	1.5531376600265503	0.46678972244262695	0.751151442527771	0.415944904088974	0.06639364361763
11	1.5434528589248657	0.4002789258956909	0.8811582326889038	0.32741186022758484	0.047019511461257935	1.5387245416641235	0.461767315864563	0.7462878823280334	0.4102823734283447	0.06559281796216965
12	1.513697862625122	0.3916359841823578	0.875042200088501	0.30822086334228516	0.04529726877808571	1.523086428642273	0.4554559290409088	0.7423861622810364	0.4035038650035858	0.06461837887763977
13	1.475582242012024	0.37098777294158936	0.8725144267082214	0.28951457142829895	0.04269786179065704	1.5075244903564453	0.4492313861846924	0.7383803725242615	0.3968135118484497	0.0637214183807373
14	1.4554612636566162	0.35875996947288513	0.8702699542045593	0.2830642759799957	0.04038076102733612	1.492997169494629	0.4438285827636719	0.7337958812713623	0.39110660552978516	0.06297928839921951
15	1.428972601890564	0.3419424593448639	0.8706035017967224	0.269862562417984	0.040084779262542725	1.4800748825073242	0.43958479166030884	0.7285398840904236	0.38679203391075134	0.062446191906929016
16	1.4167227745056152	0.34095731377601624	0.8634110689163208	0.26484954357147217	0.039192408323287964	1.4695292711257935	0.43725717067718506	0.7222555875778198	0.3843085467815399	0.06224321573972702
17	1.390367031097412	0.3264966607093811	0.8590052723884583	0.2550283372402191	0.038839686661958694	1.4621853828430176	0.4372883439064026	0.7152495384216309	0.3837166726589203	0.06245755776762962
18	1.3617993593215942	0.3160075545310974	0.8485383987426758	0.24613703787326813	0.03614446520805359	1.458107352256775	0.4395220875740051	0.707442045211792	0.38541340827941895	0.0630946159362793
19	1.339215636253357	0.30203142762184143	0.8474346399307251	0.2366689294576645	0.03499392420053482	1.4558676481246948	0.44321659207344055	0.6989740133285522	0.38838279247283936	0.06397157907485962
20	1.337714672088623	0.29724594950675964	0.8508807420730591	0.23651427030563354	0.034863777458667755	1.4549813270568848	0.44802868366241455	0.6903008818626404	0.39184096455574036	0.06506025791168213
21	1.3082183599472046	0.29663199186325073	0.834497332572937	0.22026868164539337	0.03396454453468323	1.4559894800186157	0.4539489150047302	0.6814755201339722	0.39644667506217957	0.06637176126241684
22	1.2952295541763306	0.2867497503757477	0.8261472582817078	0.22700414061546326	0.03451230376958847	1.4561169147491455	0.45907142758369446	0.6733072996139526	0.4001251459121704	0.06755509972572327
23	1.2818849086761475	0.28941401839256287	0.8224774599075317	0.21143877506256104	0.0326123908162117	1.454716682434082	0.4630963206291199	0.6651051044464111	0.4033883213996887	0.06849713623523712
24	1.2406412363052368	0.2716364860534668	0.8064923882484436	0.20158901810646057	0.032345015555620193	1.453684687614441	0.4672258198261261	0.6569030284881592	0.4069827198982239	0.0694824606180191
25	1.2279672622680664	0.26838359236717224	0.8062214255332947	0.18990996479988098	0.031228188425302505	1.4548523426055908	0.4728897213935852	0.6477543115615845	0.41257962584495544	0.07078185677528381
26	1.2325375080108643	0.2764401435852051	0.7974607944488525	0.1960759460926056	0.03308476507663727	1.4564530849456787	0.47880470752716064	0.6386445760726929	0.41832488775253296	0.07217199355363846
27	1.199625015258789	0.2570193111896515	0.7855893969535828	0.19494026899337769	0.030888788402080536	1.4564779996871948	0.4837861657142639	0.6296391487121582	0.4231443703174591	0.07341299206018448
