split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	80	401	73	0.925	0.9125	0.18204488778054864	0.30353430353430355	0.5062413314840499	SNU1005
validation	25	54	22	0.92	0.88	0.4074074074074074	0.5569620253164557	0.7142857142857142	SNU1005
test	3	13	2	0.6666666666666666	0.6666666666666666	0.15384615384615385	0.25	0.4	SNU1005
