split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	76	208	71	0.9342105263157895	0.9342105263157895	0.34134615384615385	0.5	0.693359375	SNU703
validation	26	52	21	0.8846153846153846	0.8076923076923077	0.40384615384615385	0.5384615384615384	0.673076923076923	SNU703
test	6	4	4	0.6666666666666666	0.6666666666666666	1.0	0.8	0.7142857142857142	SNU703
