class_name	type_tau	precision	recall	f1	tp	fp	fn	tn
chromothripsis	0.23999999463558197	0.8701298701298701	0.9054054054054054	0.8874172185430463	67	10	7	153
chromothripsis	0.25	0.881578947368421	0.9054054054054054	0.8933333333333332	67	9	7	154
chromothripsis	0.25999999046325684	0.8767123287671232	0.8648648648648649	0.870748299319728	64	9	10	154
chromothripsis	0.27000001072883606	0.8767123287671232	0.8648648648648649	0.870748299319728	64	9	10	154
chromothripsis	0.2800000011920929	0.875	0.8513513513513513	0.863013698630137	63	9	11	154
chromothripsis	0.28999999165534973	0.875	0.8513513513513513	0.863013698630137	63	9	11	154
chromothripsis	0.30000001192092896	0.8714285714285714	0.8243243243243243	0.8472222222222222	61	9	13	154
chromothripsis	0.3100000023841858	0.8840579710144928	0.8243243243243243	0.853146853146853	61	8	13	155
chromothripsis	0.3199999928474426	0.8787878787878788	0.7837837837837838	0.8285714285714285	58	8	16	155
chromothripsis	0.33000001311302185	0.9047619047619048	0.7702702702702703	0.832116788321168	57	6	17	157
chromothripsis	0.3400000035762787	0.9016393442622951	0.7432432432432432	0.8148148148148148	55	6	19	157
chromothripsis	0.3499999940395355	0.8947368421052632	0.6891891891891891	0.7786259541984732	51	6	23	157
chromothripsis	0.36000001430511475	0.8888888888888888	0.6486486486486487	0.75	48	6	26	157
chromothripsis	0.3700000047683716	0.8846153846153846	0.6216216216216216	0.7301587301587302	46	6	28	157
chromothripsis	0.3799999952316284	0.8823529411764706	0.6081081081081081	0.72	45	6	29	157
chromothripsis	0.38999998569488525	0.88	0.5945945945945946	0.7096774193548386	44	6	30	157
chromothripsis	0.4000000059604645	0.8695652173913043	0.5405405405405406	0.6666666666666666	40	6	34	157
chromothripsis	0.4099999964237213	0.8571428571428571	0.4864864864864865	0.6206896551724138	36	6	38	157
chromothripsis	0.41999998688697815	0.8571428571428571	0.4864864864864865	0.6206896551724138	36	6	38	157
chromothripsis	0.4300000071525574	0.8536585365853658	0.47297297297297297	0.6086956521739131	35	6	39	157
chromothripsis	0.4399999976158142	0.8947368421052632	0.4594594594594595	0.6071428571428572	34	4	40	159
chromothripsis	0.44999998807907104	0.8918918918918919	0.44594594594594594	0.5945945945945946	33	4	41	159
chromothripsis	0.46000000834465027	0.8823529411764706	0.40540540540540543	0.5555555555555556	30	4	44	159
chromothripsis	0.4699999988079071	0.8787878787878788	0.3918918918918919	0.5420560747663552	29	4	45	159
chromothripsis	0.47999998927116394	0.8709677419354839	0.36486486486486486	0.5142857142857142	27	4	47	159
chromothripsis	0.49000000953674316	0.8571428571428571	0.32432432432432434	0.4705882352941177	24	4	50	159
chromothripsis	0.5	0.8518518518518519	0.3108108108108108	0.4554455445544554	23	4	51	159
chromothripsis	0.5099999904632568	0.8518518518518519	0.3108108108108108	0.4554455445544554	23	4	51	159
chromothripsis	0.5199999809265137	0.8333333333333334	0.2702702702702703	0.4081632653061225	20	4	54	159
chromothripsis	0.5299999713897705	0.8095238095238095	0.22972972972972974	0.35789473684210527	17	4	57	159
chromothripsis	0.5400000214576721	0.8	0.21621621621621623	0.3404255319148936	16	4	58	159
chromothripsis	0.550000011920929	0.8	0.21621621621621623	0.3404255319148936	16	4	58	159
chromothripsis	0.5600000023841858	0.7894736842105263	0.20270270270270271	0.3225806451612903	15	4	59	159
chromothripsis	0.5699999928474426	0.7647058823529411	0.17567567567567569	0.28571428571428575	13	4	61	159
chromothripsis	0.5799999833106995	0.75	0.16216216216216217	0.26666666666666666	12	4	62	159
chromothripsis	0.5899999737739563	0.6923076923076923	0.12162162162162163	0.20689655172413796	9	4	65	159
chromothripsis	0.6000000238418579	0.6666666666666666	0.10810810810810811	0.18604651162790697	8	4	66	159
chromothripsis	0.6100000143051147	0.6363636363636364	0.0945945945945946	0.16470588235294117	7	4	67	159
chromothripsis	0.6200000047683716	0.6	0.08108108108108109	0.14285714285714288	6	4	68	159
chromothripsis	0.6299999952316284	0.6	0.08108108108108109	0.14285714285714288	6	4	68	159
chromothripsis	0.6399999856948853	0.5555555555555556	0.06756756756756757	0.12048192771084337	5	4	69	159
chromothripsis	0.6499999761581421	0.5555555555555556	0.06756756756756757	0.12048192771084337	5	4	69	159
chromothripsis	0.6600000262260437	0.5	0.05405405405405406	0.0975609756097561	4	4	70	159
chromothripsis	0.6700000166893005	0.5	0.05405405405405406	0.0975609756097561	4	4	70	159
chromothripsis	0.6800000071525574	1.0	0.05405405405405406	0.10256410256410257	4	0	70	163
chromothripsis	0.6899999976158142	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.699999988079071	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.7099999785423279	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.7200000286102295	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.7300000190734863	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.7400000095367432	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.75	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
chromothripsis	0.7599999904632568	1.0	0.04054054054054054	0.07792207792207792	3	0	71	163
