epoch	loss	objectness_loss	type_loss	objectness_acc_at_0_5	type_subset_acc_labeled_at_0_5	n_train	n_labeled	n_background	is_best	split
112	0.689846932888031	0.24016524851322174	0.44968169927597046	0.7083333134651184	0.03375527262687683	336	237	99	True	final
113	0.6849902868270874	0.23718740046024323	0.447802871465683	0.7083333134651184	0.04219409450888634	336	237	99	True	final
114	0.6850683689117432	0.23702719807624817	0.4480411410331726	0.711309552192688	0.029535865411162376	336	237	99	False	final
115	0.6689611077308655	0.22842855751514435	0.4405325651168823	0.711309552192688	0.04641350358724594	336	237	99	True	final
116	0.6721627116203308	0.23234619200229645	0.43981650471687317	0.7172619104385376	0.05907173082232475	336	237	99	False	final
117	0.6784502267837524	0.23784604668617249	0.44060418009757996	0.7083333134651184	0.05907173082232475	336	237	99	False	final
118	0.6620782613754272	0.22551384568214417	0.43656444549560547	0.7142857313156128	0.04641350358724594	336	237	99	True	final
119	0.6639324426651001	0.22149407863616943	0.44243836402893066	0.7142857313156128	0.05485232174396515	336	237	99	False	final
120	0.6767520308494568	0.23509740829467773	0.44165462255477905	0.7053571343421936	0.04641350358724594	336	237	99	False	final
121	0.6601184606552124	0.22558574378490448	0.4345327317714691	0.711309552192688	0.050632912665605545	336	237	99	True	final
122	0.6498693227767944	0.21288451552391052	0.4369848072528839	0.7172619104385376	0.05485232174396515	336	237	99	True	final
123	0.6542397737503052	0.21587011218070984	0.4383696913719177	0.7142857313156128	0.06329113990068436	336	237	99	False	final
124	0.6540229916572571	0.22050470113754272	0.43351829051971436	0.7172619104385376	0.05907173082232475	336	237	99	False	final
125	0.6538006663322449	0.21730399131774902	0.43649667501449585	0.7053571343421936	0.07172995805740356	336	237	99	False	final
126	0.650614857673645	0.2169409841299057	0.4336738884449005	0.7232142686843872	0.05907173082232475	336	237	99	False	final
127	0.647838294506073	0.21501879394054413	0.4328194856643677	0.7232142686843872	0.08438818901777267	336	237	99	True	final
128	0.6483104228973389	0.21953578293323517	0.4287746250629425	0.7202380895614624	0.05485232174396515	336	237	99	False	final
129	0.6429564356803894	0.20730845630168915	0.43564799427986145	0.7291666865348816	0.05485232174396515	336	237	99	True	final
130	0.6416127681732178	0.2181038111448288	0.4235089421272278	0.7202380895614624	0.08860759437084198	336	237	99	True	final
131	0.624821662902832	0.20009399950504303	0.4247276782989502	0.738095223903656	0.05907173082232475	336	237	99	True	final
132	0.6209471821784973	0.1990906298160553	0.421856552362442	0.726190447807312	0.06329113990068436	336	237	99	True	final
133	0.6250379085540771	0.20258814096450806	0.4224497377872467	0.726190447807312	0.050632912665605545	336	237	99	False	final
134	0.6226834058761597	0.20171809196472168	0.420965313911438	0.738095223903656	0.06751054525375366	336	237	99	False	final
135	0.6284840106964111	0.2054630070924759	0.42302098870277405	0.726190447807312	0.08860759437084198	336	237	99	False	final
136	0.615412712097168	0.18722379207611084	0.42818892002105713	0.7351190447807312	0.07172995805740356	336	237	99	True	final
137	0.6142416000366211	0.19267095625400543	0.42157065868377686	0.738095223903656	0.06329113990068436	336	237	99	True	final
138	0.6169062256813049	0.19537372887134552	0.4215324819087982	0.7232142686843872	0.08016877621412277	336	237	99	False	final
139	0.6253780722618103	0.20017115771770477	0.42520689964294434	0.7321428656578064	0.07594936341047287	336	237	99	False	final
140	0.6076768040657043	0.19030718505382538	0.41736963391304016	0.7351190447807312	0.07594936341047287	336	237	99	True	final
141	0.6109071969985962	0.1961340755224228	0.4147731065750122	0.726190447807312	0.08438818901777267	336	237	99	False	final
142	0.6080158352851868	0.18705694377422333	0.42095890641212463	0.75	0.06751054525375366	336	237	99	False	final
143	0.6102968454360962	0.19383634626865387	0.41646048426628113	0.7440476417541504	0.09282700717449188	336	237	99	False	final
144	0.6132302284240723	0.19198346138000488	0.421246737241745	0.7470238208770752	0.08860759437084198	336	237	99	False	final
145	0.5935486555099487	0.18137428164482117	0.4121743440628052	0.7470238208770752	0.09704641252756119	336	237	99	True	final
146	0.6106279492378235	0.1977013647556305	0.412926584482193	0.7410714030265808	0.12236286699771881	336	237	99	False	final
147	0.5974671244621277	0.17783834040164948	0.4196287989616394	0.7678571343421936	0.09704641252756119	336	237	99	False	final
148	0.5949069261550903	0.1864636242389679	0.40844330191612244	0.7410714030265808	0.1139240488409996	336	237	99	False	final
149	0.6053248643875122	0.18914581835269928	0.4161790609359741	0.7440476417541504	0.09704641252756119	336	237	99	False	final
150	0.5975162982940674	0.18414779007434845	0.41336849331855774	0.75	0.08860759437084198	336	237	99	False	final
151	0.5928964614868164	0.1803785264492035	0.4125179052352905	0.7440476417541504	0.09704641252756119	336	237	99	True	final
152	0.6002672910690308	0.18136414885520935	0.4189031422138214	0.7559523582458496	0.08860759437084198	336	237	99	False	final
153	0.5838404893875122	0.1775093823671341	0.4063311219215393	0.7589285969734192	0.09282700717449188	336	237	99	True	final
154	0.5800800323486328	0.1677895188331604	0.4122905433177948	0.7529761791229248	0.10126582533121109	336	237	99	True	final
155	0.5847944021224976	0.18074625730514526	0.4040481746196747	0.7351190447807312	0.09704641252756119	336	237	99	False	final
156	0.5904683470726013	0.1793978065252304	0.4110705256462097	0.7559523582458496	0.1097046434879303	336	237	99	False	final
157	0.5851650238037109	0.1814199686050415	0.40374502539634705	0.761904776096344	0.10126582533121109	336	237	99	False	final
158	0.5695995092391968	0.16678865253925323	0.40281087160110474	0.75	0.09282700717449188	336	237	99	True	final
159	0.576119601726532	0.17065340280532837	0.4054661989212036	0.7529761791229248	0.08860759437084198	336	237	99	False	final
160	0.5752564072608948	0.17127199470996857	0.403984397649765	0.761904776096344	0.08016877621412277	336	237	99	False	final
161	0.5839714407920837	0.17485426366329193	0.409117192029953	0.7440476417541504	0.09704641252756119	336	237	99	False	final
162	0.5779628753662109	0.1755487024784088	0.40241414308547974	0.7529761791229248	0.09282700717449188	336	237	99	False	final
163	0.5644844174385071	0.16436085104942322	0.40012356638908386	0.7708333134651184	0.12236286699771881	336	237	99	True	final
164	0.5698555707931519	0.16482125222682953	0.4050343334674835	0.7678571343421936	0.1054852306842804	336	237	99	False	final
165	0.5758017301559448	0.1721201092004776	0.4036816358566284	0.75	0.1054852306842804	336	237	99	False	final
166	0.5563910603523254	0.16608352959156036	0.3903075158596039	0.7589285969734192	0.1265822798013687	336	237	99	True	final
167	0.5556199550628662	0.15960510075092316	0.39601483941078186	0.7767857313156128	0.13080169260501862	336	237	99	True	final
168	0.5689107775688171	0.1668616086244583	0.40204918384552	0.7767857313156128	0.08016877621412277	336	237	99	False	final
169	0.5678211450576782	0.16383370757102966	0.40398740768432617	0.7678571343421936	0.13502109050750732	336	237	99	False	final
170	0.5656509399414062	0.17501488327980042	0.39063602685928345	0.7648809552192688	0.1097046434879303	336	237	99	False	final
171	0.5485793948173523	0.1547221690416336	0.3938572108745575	0.7827380895614624	0.1139240488409996	336	237	99	True	final
172	0.5570971369743347	0.16392041742801666	0.39317670464515686	0.7797619104385376	0.1265822798013687	336	237	99	False	final
173	0.5673277378082275	0.17217785120010376	0.3951498866081238	0.7470238208770752	0.12236286699771881	336	237	99	False	final
174	0.5335862040519714	0.14168114960193634	0.3919050693511963	0.8035714030265808	0.1265822798013687	336	237	99	True	final
175	0.55018150806427	0.15377876162528992	0.3964027762413025	0.7767857313156128	0.1139240488409996	336	237	99	False	final
176	0.5562828183174133	0.16099710762500763	0.3952856957912445	0.7797619104385376	0.09704641252756119	336	237	99	False	final
177	0.5437330603599548	0.1579739898443222	0.38575905561447144	0.7797619104385376	0.13080169260501862	336	237	99	False	final
178	0.5435158014297485	0.14972327649593353	0.3937925398349762	0.7827380895614624	0.10126582533121109	336	237	99	False	final
179	0.5450677275657654	0.15413229167461395	0.3909354507923126	0.7827380895614624	0.1265822798013687	336	237	99	False	final
180	0.545478343963623	0.15157949924468994	0.3938988447189331	0.7529761791229248	0.14345991611480713	336	237	99	False	final
181	0.540587306022644	0.15027613937854767	0.3903111517429352	0.773809552192688	0.15611813962459564	336	237	99	False	final
182	0.5248299837112427	0.14459511637687683	0.38023489713668823	0.7827380895614624	0.1265822798013687	336	237	99	True	final
183	0.530493438243866	0.14264218509197235	0.3878512382507324	0.7976190447807312	0.14345991611480713	336	237	99	False	final
184	0.5265622138977051	0.1421974152326584	0.3843647837638855	0.7797619104385376	0.14345991611480713	336	237	99	False	final
185	0.5387839674949646	0.15122881531715393	0.38755515217781067	0.7857142686843872	0.12236286699771881	336	237	99	False	final
186	0.5421819686889648	0.1587570160627365	0.3834249675273895	0.7767857313156128	0.13080169260501862	336	237	99	False	final
187	0.5232445597648621	0.13538169860839844	0.3878628611564636	0.7916666865348816	0.13924050331115723	336	237	99	True	final
188	0.5394865870475769	0.14788202941417694	0.39160454273223877	0.773809552192688	0.13502109050750732	336	237	99	False	final
189	0.514091968536377	0.1345025897026062	0.37958937883377075	0.7976190447807312	0.16877637803554535	336	237	99	True	final
190	0.5374581813812256	0.15420617163181305	0.38325202465057373	0.7797619104385376	0.16033755242824554	336	237	99	False	final
191	0.5196188688278198	0.13679702579975128	0.38282185792922974	0.7976190447807312	0.13502109050750732	336	237	99	False	final
192	0.5302104353904724	0.14562885463237762	0.3845815658569336	0.7857142686843872	0.15189872682094574	336	237	99	False	final
193	0.529028058052063	0.14525330066680908	0.3837747573852539	0.773809552192688	0.13080169260501862	336	237	99	False	final
194	0.5197035670280457	0.14218604564666748	0.3775175213813782	0.7946428656578064	0.1265822798013687	336	237	99	False	final
195	0.5269794464111328	0.14466352760791779	0.38231590390205383	0.7857142686843872	0.13924050331115723	336	237	99	False	final
196	0.5302560329437256	0.14828956127166748	0.3819665014743805	0.7797619104385376	0.14767932891845703	336	237	99	False	final
197	0.5270748138427734	0.1421806961297989	0.38489413261413574	0.800595223903656	0.13924050331115723	336	237	99	False	final
198	0.5253329277038574	0.1428861916065216	0.3824467360973358	0.7827380895614624	0.13080169260501862	336	237	99	False	final
199	0.5232032537460327	0.1453077644109726	0.3778955042362213	0.800595223903656	0.14345991611480713	336	237	99	False	final
200	0.5189864635467529	0.13729244470596313	0.3816940188407898	0.800595223903656	0.16455696523189545	336	237	99	False	final
201	0.517964780330658	0.1392335742712021	0.3787311911582947	0.7946428656578064	0.16033755242824554	336	237	99	False	final
202	0.5262844562530518	0.14786368608474731	0.37842079997062683	0.788690447807312	0.14345991611480713	336	237	99	False	final
203	0.5105751156806946	0.13706737756729126	0.3735077381134033	0.7946428656578064	0.16877637803554535	336	237	99	True	final
204	0.5124689340591431	0.1352514922618866	0.37721744179725647	0.7976190447807312	0.14767932891845703	336	237	99	False	final
205	0.5181698799133301	0.13913434743881226	0.37903550267219543	0.8095238208770752	0.15189872682094574	336	237	99	False	final
206	0.5007951259613037	0.12254580855369568	0.3782493472099304	0.8095238208770752	0.17299577593803406	336	237	99	True	final
207	0.5201858282089233	0.1381690949201584	0.38201671838760376	0.8035714030265808	0.16455696523189545	336	237	99	False	final
208	0.5153889060020447	0.14128758013248444	0.37410131096839905	0.7916666865348816	0.16455696523189545	336	237	99	False	final
209	0.5011552572250366	0.12167584151029587	0.37947940826416016	0.7976190447807312	0.16033755242824554	336	237	99	False	final
210	0.5179153084754944	0.14302624762058258	0.3748890459537506	0.800595223903656	0.14767932891845703	336	237	99	False	final
211	0.4923743009567261	0.12566302716732025	0.366711288690567	0.8125	0.17299577593803406	336	237	99	True	final
212	0.5151498913764954	0.14199262857437134	0.373157262802124	0.8125	0.15611813962459564	336	237	99	False	final
213	0.5060020685195923	0.12845246493816376	0.37754958868026733	0.8095238208770752	0.18143460154533386	336	237	99	False	final
214	0.5004536509513855	0.13193975389003754	0.36851391196250916	0.8065476417541504	0.16877637803554535	336	237	99	False	final
215	0.4977100193500519	0.12631800770759583	0.37139201164245605	0.824404776096344	0.15189872682094574	336	237	99	False	final
216	0.5114068388938904	0.13481415808200836	0.3765926957130432	0.8214285969734192	0.13924050331115723	336	237	99	False	final
217	0.5101649165153503	0.12798796594142914	0.3821769654750824	0.8184523582458496	0.16033755242824554	336	237	99	False	final
218	0.4979200065135956	0.12257871776819229	0.3753412961959839	0.824404776096344	0.15189872682094574	336	237	99	False	final
219	0.4982554614543915	0.12142785638570786	0.376827597618103	0.824404776096344	0.13080169260501862	336	237	99	False	final
220	0.48397132754325867	0.11703722923994064	0.3669340908527374	0.8482142686843872	0.15189872682094574	336	237	99	True	final
221	0.49387919902801514	0.12366695702075958	0.37021222710609436	0.8303571343421936	0.20253165066242218	336	237	99	False	final
222	0.49865126609802246	0.1276547610759735	0.37099650502204895	0.8273809552192688	0.15611813962459564	336	237	99	False	final
223	0.4863532781600952	0.11921266466379166	0.36714062094688416	0.8214285969734192	0.16877637803554535	336	237	99	False	final
224	0.4865502119064331	0.11584644019603729	0.370703786611557	0.8214285969734192	0.19409282505512238	336	237	99	False	final
225	0.48964938521385193	0.12460089474916458	0.36504849791526794	0.8422619104385376	0.19409282505512238	336	237	99	False	final
226	0.4848405718803406	0.1206003874540329	0.3642401695251465	0.836309552192688	0.15189872682094574	336	237	99	False	final
227	0.4965226948261261	0.12514877319335938	0.3713739216327667	0.8452380895614624	0.17721518874168396	336	237	99	False	final
228	0.4783375859260559	0.11078910529613495	0.36754849553108215	0.8422619104385376	0.17721518874168396	336	237	99	True	final
229	0.48093992471694946	0.12034838646650314	0.3605915307998657	0.836309552192688	0.13924050331115723	336	237	99	False	final
230	0.47333845496177673	0.10819029062986374	0.3651481568813324	0.8541666865348816	0.13924050331115723	336	237	99	True	final
231	0.4849975109100342	0.12069239467382431	0.3643051087856293	0.836309552192688	0.14345991611480713	336	237	99	False	final
232	0.4758378565311432	0.11370629072189331	0.3621315658092499	0.8392857313156128	0.14345991611480713	336	237	99	False	final
233	0.48450836539268494	0.11937913298606873	0.3651292324066162	0.8422619104385376	0.17299577593803406	336	237	99	False	final
234	0.4837311804294586	0.11633437126874924	0.3673968017101288	0.8660714030265808	0.15611813962459564	336	237	99	False	final
235	0.47387030720710754	0.11647722870111465	0.3573930859565735	0.8571428656578064	0.16455696523189545	336	237	99	False	final
236	0.47978222370147705	0.1193588450551033	0.36042338609695435	0.8333333134651184	0.15189872682094574	336	237	99	False	final
237	0.48705974221229553	0.12178058177232742	0.3652791678905487	0.863095223903656	0.17299577593803406	336	237	99	False	final
238	0.4706023335456848	0.11165246367454529	0.3589498698711395	0.8452380895614624	0.15189872682094574	336	237	99	True	final
239	0.4719529151916504	0.10497733950614929	0.3669755756855011	0.8720238208770752	0.16877637803554535	336	237	99	False	final
240	0.47622719407081604	0.11722862720489502	0.358998566865921	0.8571428656578064	0.16455696523189545	336	237	99	False	final
241	0.4696231782436371	0.10560088604688644	0.36402228474617004	0.8660714030265808	0.15189872682094574	336	237	99	True	final
242	0.483230859041214	0.11966852098703384	0.36356234550476074	0.851190447807312	0.16877637803554535	336	237	99	False	final
243	0.4799501299858093	0.11323320120573044	0.3667169213294983	0.8720238208770752	0.16033755242824554	336	237	99	False	final
244	0.4764050245285034	0.1131194531917572	0.3632855713367462	0.863095223903656	0.14345991611480713	336	237	99	False	final
245	0.48687469959259033	0.11973343789577484	0.3671412765979767	0.851190447807312	0.17299577593803406	336	237	99	False	final
246	0.46163785457611084	0.10103824734687805	0.3605996072292328	0.863095223903656	0.17721518874168396	336	237	99	True	final
247	0.4724314510822296	0.11017929762601852	0.3622521460056305	0.8452380895614624	0.16877637803554535	336	237	99	False	final
248	0.46387097239494324	0.10550990700721741	0.35836106538772583	0.863095223903656	0.19409282505512238	336	237	99	False	final
249	0.4673038721084595	0.11078675091266632	0.35651713609695435	0.875	0.16877637803554535	336	237	99	False	final
