split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	76	469	69	0.9342105263157895	0.9078947368421053	0.14712153518123666	0.2532110091743119	0.44631306597671416	AU565
validation	24	69	19	0.8333333333333334	0.7916666666666666	0.2753623188405797	0.40860215053763443	0.5757575757575757	AU565
test	8	26	7	0.875	0.875	0.2692307692307692	0.411764705882353	0.6034482758620688	AU565
