split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	78	309	71	0.9230769230769231	0.9102564102564102	0.2297734627831715	0.3669250645994832	0.571658615136876	CaSki
validation	26	59	20	0.8461538461538461	0.7692307692307693	0.3389830508474576	0.4705882352941177	0.6134969325153374	CaSki
test	4	7	2	0.5	0.5	0.2857142857142857	0.36363636363636365	0.4347826086956521	CaSki
