split	n_labels	n_predictions	true_predictions	localization_recall	classified_recall	classified_precision	classified_f1	classified_f2	test_sample
train	80	153	71	0.8875	0.8875	0.46405228758169936	0.6094420600858369	0.7505285412262157	SNU902
validation	24	31	17	0.75	0.7083333333333334	0.5483870967741935	0.6181818181818182	0.6692913385826772	SNU902
test	4	3	1	0.25	0.25	0.3333333333333333	0.28571428571428575	0.2631578947368421	SNU902
